species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
f03fd356-154d-4dc4-a364-c17ed69de27b,Leptodactylus riveroi,amphibians,Leptodactylus riveroi,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
fec85616-b775-4a54-9eb0-6ec1d0751a04,Scarthyla goinorum,amphibians,Scarthyla goinorum,NULL,NULL,NULL,,NULL,species,NULL,Scarthyla,2024-01-24 17:18:54.447684+00
5f836566-d16a-4857-a553-0ee0697f123c,Scinax garbei,amphibians,Scinax garbei,NULL,NULL,NULL,,NULL,species,NULL,Scinax,2024-01-24 17:18:54.447684+00
fc81c2fe-2697-47a9-8f86-b5e8d5f5bf1e,Scinax x-signatus,amphibians,Scinax x-signatus,NULL,Venezuela Snouted Treefrog,NULL,Hylidae,Tree Frogs,species,NULL,Scinax,2024-01-31 16:46:01.310562+00
5dfef6e8-69d2-4c10-8e7f-84c8ccce2c05,Sphaenorhynchus lacteus,amphibians,Sphaenorhynchus lacteus,NULL,NULL,NULL,,NULL,species,NULL,Sphaenorhynchus,2024-01-24 17:18:54.447684+00
04d0fa15-49fe-45bc-9440-6136a1a6c2cb,Pipa,amphibians,,,,,Pipidae,NULL,genus,NULL,Pipa,2024-01-24 17:18:54.447684+00
67397114-517e-44df-a4c9-0311d120bdc3,Leptodactylus bolivianus,amphibians,Leptodactylus bolivianus,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
69b053cf-a8a6-484c-ba32-418db21e1783,Potomotyphlus,amphibians,,NULL,,NULL,,,genus,NULL,Potomotyphlus,2024-01-31 16:46:01.310562+00
1883ed31-376a-4b43-86fa-a8a38708426e,Hypsiboas geographicus,amphibians,Hypsiboas geographicus,NULL,Map Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
c87e084f-9f0e-40b8-af8f-807924257873,Leptodactylus mystaceus,amphibians,Leptodactylus mystaceus,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
a5132850-edd4-4e7a-b521-1513d9083878,Leptodactylus longirostris,amphibians,Leptodactylus longirostris,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
85356e09-5e1b-4fa5-8951-4425c412e09c,Adenomera hylaedactyla,amphibians,Adenomera hylaedactyla,NULL,NULL,NULL,,NULL,species,NULL,Adenomera,2024-01-24 17:18:54.447684+00
f3ba7efe-b317-4f41-980b-8daeafe1396d,Phyzelaphryne,amphibians,,,,,,NULL,genus,NULL,Phyzelaphryne,2024-01-24 17:18:54.447684+00
65d1ca79-00be-4085-9b13-6fd287dd418a,Trachycephalus resinifictrix,amphibians,Trachycephalus resinifictrix,NULL,NULL,NULL,,NULL,species,NULL,Trachycephalus,2024-01-24 17:18:54.447684+00
4f4c1ad2-143f-453a-ba8c-1594122164ae,Chiasmocleis hudsoni,amphibians,Chiasmocleis hudsoni,NULL,Hudson's Humming Frog,NULL,Microhylidae,Microhylid Frogs,species,NULL,Chiasmocleis,2024-01-31 16:46:01.310562+00
18555b88-f90b-41cd-99ce-1821515ccc4d,Dendropsophus,amphibians,,,,,,NULL,genus,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
6dceb166-8e09-4b7d-9bf9-e19f13a30bbb,Trachycephalus venulosus,amphibians,Trachycephalus venulosus,NULL,Merian Frog,NULL,,,species,NULL,Trachycephalus,2024-01-31 16:46:01.310562+00
3a697c3f-2d0a-4cbd-9d73-30f671fdbb0c,Hamptophryne boliviana,amphibians,Hamptophryne boliviana,NULL,NULL,NULL,,NULL,species,NULL,Hamptophryne,2024-01-24 17:18:54.447684+00
7814e6a5-0ea0-406e-b740-ed46234b400d,Cruziohyla craspedopus,amphibians,Cruziohyla craspedopus,NULL,NULL,NULL,,NULL,species,NULL,Cruziohyla,2024-01-24 17:18:54.447684+00
4f82f237-ca68-4fcd-b6d6-ae7d14040fe2,Synapturanus salseri,amphibians,Synapturanus salseri,NULL,NULL,NULL,,NULL,species,NULL,Synapturanus,2024-01-24 17:18:54.447684+00
b04b8be6-1d16-495e-ad31-7f3a5e000014,Elachistocleis helianneae,amphibians,Elachistocleis helianneae,NULL,NULL,NULL,,NULL,species,NULL,Elachistocleis,2024-01-24 17:18:54.447684+00
77be6913-a1fb-4bb1-a561-ae84b45c91d2,Allobates marchesianus,amphibians,Allobates marchesianus,NULL,NULL,NULL,,NULL,species,NULL,Allobates,2024-01-24 17:18:54.447684+00
18220588-a2a3-4fd6-82ba-331e9fa3328a,Hypsiboas multifasciatus,amphibians,Hypsiboas multifasciatus,NULL,Many-Banded Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
e112e97b-64e1-4746-a7c3-172be5ed9235,Atelopus hoogmoedi,amphibians,Atelopus hoogmoedi,NULL,Hoogmoed Harlequin Toad,NULL,Bufonidae,Bufonids,species,NULL,Atelopus,2024-01-31 16:46:01.310562+00
4a0b3d48-59e7-4fef-bbf1-4da6507e6e19,Hypsiboas,amphibians,,NULL,,NULL,,,genus,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
34f57333-cf5a-4ffb-a486-22f30e904fc5,Dendropsophus minutus,amphibians,Dendropsophus minutus,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
662fa5e4-444d-4b9b-88e9-166b3bc752d6,Rhinatrema,amphibians,,NULL,,NULL,Rhinatrematidae,Neotropical Tailed Caecilians,genus,NULL,Rhinatrema,2024-01-31 16:46:01.310562+00
73e2225f-4c1c-4a25-a0a1-ddfd0e71cb55,Scinax boesemani,amphibians,Scinax boesemani,NULL,NULL,NULL,,NULL,species,NULL,Scinax,2024-01-24 17:18:54.447684+00
7461aa21-fede-42d9-92c3-31f6215a4e03,Boana raniceps,amphibians,Boana raniceps,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
848320d5-139b-4d62-a74e-398e465aaf28,Boana punctata,amphibians,Boana punctata,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
8576f116-7a14-434e-87da-14136e75f1b9,Osteocephalus leprieurii,amphibians,Osteocephalus leprieurii,NULL,NULL,NULL,,NULL,species,NULL,Osteocephalus,2024-01-24 17:18:54.447684+00
f740b06c-0180-49cc-8a86-e395feb3f79d,Sphaenorhynchus dorisae,amphibians,Sphaenorhynchus dorisae,NULL,NULL,NULL,,NULL,species,NULL,Sphaenorhynchus,2024-01-24 17:18:54.447684+00
380bee90-c0a5-4c43-bb9a-c7fe44609a1b,Atelopus spumarius,amphibians,Atelopus spumarius,NULL,NULL,NULL,,NULL,species,NULL,Atelopus,2024-01-24 17:18:54.447684+00
bf913832-dbdd-4b0f-8f5a-79033daf9658,Pristimantis fenestratus,amphibians,Pristimantis fenestratus,NULL,NULL,NULL,,NULL,species,NULL,Pristimantis,2024-01-24 17:18:54.447684+00
0065d5dc-d336-41ac-bcf1-d3fa42695231,Cruziohyla,amphibians,,,,,,NULL,genus,NULL,Cruziohyla,2024-01-24 17:18:54.447684+00
41219584-15d6-4a73-9af3-29842c8e0df2,Boana,amphibians,,,,,Hylidae,NULL,genus,NULL,Boana,2024-01-24 17:18:54.447684+00
02671a58-5bd2-41c5-b3cf-46f598647764,Hypsiboas raniceps,amphibians,Hypsiboas raniceps,NULL,Chaco Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
f2bb043b-a646-4a8d-ac9e-368f8df20652,Leptodactylus podicipinus,amphibians,Leptodactylus podicipinus,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
5d592101-472e-4b0f-aeee-a42ad64ac0d1,Ceratophrys,amphibians,,,,,,NULL,genus,NULL,Ceratophrys,2024-01-24 17:18:54.447684+00
66a62d8e-ec8a-45b9-8feb-d42aa800069b,Rhinatrema ron,amphibians,Rhinatrema ron,NULL,Ron's Rhinatrema,NULL,Rhinatrematidae,Neotropical Tailed Caecilians,species,NULL,Rhinatrema,2024-01-31 16:46:01.310562+00
03bbc9bb-2ac8-4542-ad5e-99e7307cbcb6,Leptodactylus leptodactyloides,amphibians,Leptodactylus leptodactyloides,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
965ac3d1-5e8b-40dc-88d8-f9f89f720a83,Callimedusa tomopterna,amphibians,Callimedusa tomopterna,NULL,Tiger-Striped Leaf Frog,NULL,,,species,NULL,Callimedusa,2024-01-31 16:46:01.310562+00
e65aca05-32a5-47fe-b85a-23d45dfa1c85,Lysapsus limellum,amphibians,Lysapsus limellum,NULL,NULL,NULL,,NULL,species,NULL,Lysapsus,2024-01-24 17:18:54.447684+00
6e3185fe-ed7b-4099-9a5a-d40fc0b23480,Boana multifasciata,amphibians,Boana multifasciata,NULL,,NULL,Hylidae,Tree Frogs,species,NULL,Boana,2024-01-31 16:46:01.310562+00
93bf2872-8a84-4737-81dd-d172e4e0243b,Hamptophryne,amphibians,,,,,,NULL,genus,NULL,Hamptophryne,2024-01-24 17:18:54.447684+00
9735be68-3f7b-4e9f-a05a-3e0252541826,Synapturanus,amphibians,,,,,,NULL,genus,NULL,Synapturanus,2024-01-24 17:18:54.447684+00
198a7df9-35c6-4330-9d42-a85a24f77737,Scinax,amphibians,,,,,Hylidae,NULL,genus,NULL,Scinax,2024-01-24 17:18:54.447684+00
b522cab7-4e9c-4ead-b273-f617ca4683e9,Siphonops,amphibians,,,,,,NULL,genus,NULL,Siphonops,2024-01-24 17:18:54.447684+00
b1432d4a-5cd6-48f1-b504-e92dab57499f,Boana calcarata,amphibians,Boana calcarata,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
949dafbf-2fed-4201-a042-693cab0d6e2b,Chiasmocleis shudikarensis,amphibians,Chiasmocleis shudikarensis,NULL,NULL,NULL,,NULL,species,NULL,Chiasmocleis,2024-01-24 17:18:54.447684+00
a3b62e81-13cc-42cd-8a1b-817bf218de1b,Leptodactylus rhodomystax,amphibians,Leptodactylus rhodomystax,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
964f6616-43ae-484b-98cb-1e99c03e8253,Rhinella marina,amphibians,Rhinella marina,NULL,NULL,NULL,,NULL,species,NULL,Rhinella,2024-01-24 17:18:54.447684+00
f9267a42-b7ba-4437-a764-885a17ca0cec,Phyllomedusa tomopterna,amphibians,Phyllomedusa tomopterna,NULL,Tiger-Striped Leaf Frog,NULL,Hylidae,Tree Frogs,species,NULL,Phyllomedusa,2024-01-31 16:46:01.310562+00
af028a8f-f526-4d69-a6b9-7941a5cd5b6c,Hylidae,amphibians,,,,,Hylidae,Tree Frogs,family,40,,2024-01-24 17:18:54.447684+00
98853ffd-7e6e-4d61-abf6-7cc28dfdda18,Amazophrynella manaos,amphibians,Amazophrynella manaos,NULL,,NULL,Bufonidae,Bufonids,species,NULL,Amazophrynella,2024-01-31 16:46:01.310562+00
b1aed4d3-a717-4a56-8876-02d46b11f68c,Otophryne,amphibians,,,,,,NULL,genus,NULL,Otophryne,2024-01-24 17:18:54.447684+00
7f537e86-d9c4-4e31-8b3b-6627b7151e58,Osteocephalus cabrerai,amphibians,Osteocephalus cabrerai,NULL,NULL,NULL,,NULL,species,NULL,Osteocephalus,2024-01-24 17:18:54.447684+00
522e8fe9-4226-4923-ad77-38e34f2d76e3,Rhinella margaritifera,amphibians,Rhinella margaritifera,NULL,NULL,NULL,,NULL,species,NULL,Rhinella,2024-01-24 17:18:54.447684+00
c9f134b8-6d0d-4faa-8173-348a48ab031e,Adenomera andreae,amphibians,Adenomera andreae,NULL,NULL,NULL,,NULL,species,NULL,Adenomera,2024-01-24 17:18:54.447684+00
92642be8-38de-4511-b7b1-0d3e7ee73fed,Caecilia,amphibians,,,,,,NULL,genus,NULL,Caecilia,2024-01-24 17:18:54.447684+00
605f642f-c944-417c-a353-8818240e8163,Pipa pipa,amphibians,Pipa pipa,NULL,NULL,NULL,,NULL,species,NULL,Pipa,2024-01-24 17:18:54.447684+00
0a0790e4-8024-470b-88d8-1c694ba3d3ad,Ameerega,amphibians,,,,,,NULL,genus,NULL,Ameerega,2024-01-24 17:18:54.447684+00
1e5ded2a-f5db-4821-9008-59f83d5b2e00,Boana lanciformis,amphibians,Boana lanciformis,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
dee07aa8-51c1-40cf-a2ba-a9c946309dfe,Scinax cruentommus,amphibians,Scinax cruentommus,NULL,Manaus Snouted Treefrog,NULL,Hylidae,Tree Frogs,species,NULL,Scinax,2024-01-31 16:46:01.310562+00
8845530f-14aa-4626-b9ea-667897ff6d10,Phyllomedusa vaillantii,amphibians,Phyllomedusa vaillantii,NULL,NULL,NULL,,NULL,species,NULL,Phyllomedusa,2024-01-24 17:18:54.447684+00
f19b4f69-6df4-482b-8aac-006615ec2694,Amazophrynella minuta,amphibians,Amazophrynella minuta,NULL,NULL,NULL,,NULL,species,NULL,Amazophrynella,2024-01-24 17:18:54.447684+00
cf33e7e4-7dff-44ad-a253-d1e71b75aa79,Pithecopus hypochondrialis,amphibians,Pithecopus hypochondrialis,NULL,Orange-Legged Leaf Frog,NULL,,,species,NULL,Pithecopus,2024-01-31 16:46:01.310562+00
9e351e14-336c-490e-9264-3d46f5e2663e,Rhaebo guttatus,amphibians,Rhaebo guttatus,NULL,NULL,NULL,,NULL,species,NULL,Rhaebo,2024-01-24 17:18:54.447684+00
d7f0bcff-4b2c-44bf-b054-c73c9b11ee88,Osteocephalus taurinus,amphibians,Osteocephalus taurinus,NULL,NULL,NULL,,NULL,species,NULL,Osteocephalus,2024-01-24 17:18:54.447684+00
4a4bc945-f422-4896-b873-dcd85139dcca,Bufonidae,amphibians,,,,,Bufonidae,Bufonids,family,27,,2024-01-24 17:18:54.447684+00
188a879f-6964-4bd5-8fc2-f1a7bcf0610d,Sphaenorhynchus,amphibians,,,,,,NULL,genus,NULL,Sphaenorhynchus,2024-01-24 17:18:54.447684+00
6f134a5e-4fa4-462a-ac41-2933e008c167,Leptodactylus latrans,amphibians,Leptodactylus latrans,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
a4b06544-9ff2-4d66-9a71-c1f20b032a86,Phyzelaphryne miriamae,amphibians,Phyzelaphryne miriamae,NULL,NULL,NULL,,NULL,species,NULL,Phyzelaphryne,2024-01-24 17:18:54.447684+00
f313a658-6d2b-454d-9af3-2ba34b44ba32,Siphonops annulatus,amphibians,Siphonops annulatus,NULL,NULL,NULL,,NULL,species,NULL,Siphonops,2024-01-24 17:18:54.447684+00
32a7aadd-7e7b-4fd4-ad46-9dab1ebe347f,Pseudis paradoxa,amphibians,Pseudis paradoxa,NULL,NULL,NULL,,NULL,species,NULL,Pseudis,2024-01-24 17:18:54.447684+00
40679367-f564-47f6-bc04-f442b7abe059,Pristimantis guianensis,amphibians,Pristimantis guianensis,NULL,,NULL,,,species,NULL,Pristimantis,2024-01-31 16:46:01.310562+00
a0e1b88d-ca1e-4a50-867a-1f8418877d51,Rhinella proboscidea,amphibians,Rhinella proboscidea,NULL,NULL,NULL,,NULL,species,NULL,Rhinella,2024-01-24 17:18:54.447684+00
9e0a1130-ce64-4f31-a2d1-2a65dee2cee1,Boana wavrini,amphibians,Boana wavrini,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
e8c056d0-202e-4e02-a3c2-1d82189c1883,Dendropsophus riveroi,amphibians,Dendropsophus riveroi,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
c7a2fc9d-5031-4988-b074-bd83cc42abee,Pipidae,amphibians,,NULL,,NULL,Pipidae,Tongueless Frogs,family,NULL,,2024-01-31 16:46:01.310562+00
16e80943-7a3d-4a8a-a48b-7cdd630ff654,Pipa arrabali,amphibians,Pipa arrabali,NULL,NULL,NULL,,NULL,species,NULL,Pipa,2024-01-24 17:18:54.447684+00
94a2125e-899e-42cb-8d5d-accdd1d6e686,Leptodactylus petersii,amphibians,Leptodactylus petersii,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
f255f0e9-1c36-4fdb-a6b6-dc9f0ac4df95,Pipa snethlageae,amphibians,Pipa snethlageae,NULL,Utinga Surinam Toad,NULL,Pipidae,Tongueless Frogs,species,NULL,Pipa,2024-01-31 16:46:01.310562+00
e0ce10f6-14b5-41e7-b4cb-ff50a84bd344,Hypsiboas fasciatus,amphibians,Hypsiboas fasciatus,NULL,Gunther's Banded Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
1b26b0ac-4f9d-4a54-858b-b05de22510f5,Potamotyphlus kaupii,amphibians,Potamotyphlus kaupii,NULL,Kaup's Caecilian,NULL,Typhlonectidae,Aquatic Caecilians,species,NULL,Potamotyphlus,2024-01-31 16:46:01.310562+00
4735670a-279d-4016-9001-f703ea0a8d75,Phyllomedusa hypochondrialis,amphibians,Phyllomedusa hypochondrialis,NULL,Orange-Legged Leaf Frog,NULL,Hylidae,Tree Frogs,species,NULL,Phyllomedusa,2024-01-31 16:46:01.310562+00
8d18c146-086e-459c-bd6d-65be1438fa6c,Synapturanus mirandaribeiroi,amphibians,Synapturanus mirandaribeiroi,NULL,NULL,NULL,,NULL,species,NULL,Synapturanus,2024-01-24 17:18:54.447684+00
32873053-0310-4fa1-b0a0-5b26184f8ecf,Dendropsophus walfordi,amphibians,Dendropsophus walfordi,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
a2cd3ee8-40de-4312-9f0c-4be9f8bd026b,Hypsiboas calcaratus,amphibians,Hypsiboas calcaratus,NULL,Troschel's Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
45a313fa-764e-44d1-92fd-3df1813bb306,Leptodactylidae,amphibians,,NULL,,NULL,Leptodactylidae,Neotropical Frogs,family,NULL,,2024-01-31 16:46:01.310562+00
af3e7b5c-51f9-46f6-85ab-cc2cc58a7d7a,Caecilia tentaculata,amphibians,Caecilia tentaculata,NULL,NULL,NULL,,NULL,species,NULL,Caecilia,2024-01-24 17:18:54.447684+00
8b671049-f467-4577-9ea9-0e66bdd00858,Ameerega hahneli,amphibians,Ameerega hahneli,NULL,NULL,NULL,,NULL,species,NULL,Ameerega,2024-01-24 17:18:54.447684+00
1d32a4ed-1f7a-4314-b930-efd496c9a2e7,Hypsiboas punctatus,amphibians,Hypsiboas punctatus,NULL,Polka-Dot Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
feadadca-65ce-406f-8b9b-a9f96f9a526b,Ranitomeya,amphibians,,,,,,NULL,genus,NULL,Ranitomeya,2024-01-24 17:18:54.447684+00
4b83f949-2329-422b-aab0-9b34e75420ab,Boana fasciata,amphibians,Boana fasciata,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
5f040abd-cb29-4a30-b8eb-87c756fa129d,Dendropsophus microcephalus,amphibians,Dendropsophus microcephalus,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
623cb1d5-3e09-4f4b-bbe8-3b1b09f3632d,Allobates sumtuosus,amphibians,Allobates sumtuosus,NULL,NULL,NULL,,NULL,species,NULL,Allobates,2024-01-24 17:18:54.447684+00
b35a8fbb-25dc-4745-b1da-ce2324adc524,Scinax ruber,amphibians,Scinax ruber,NULL,NULL,NULL,,NULL,species,NULL,Scinax,2024-01-24 17:18:54.447684+00
55c4e9eb-bd48-4ccd-a9e7-61be9aa7717a,Dendropsophus triangulum,amphibians,Dendropsophus triangulum,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
0ddbe722-0348-488d-bf07-309c7e152710,Hydrolaetare,amphibians,,NULL,,NULL,Leptodactylidae,Neotropical Frogs,genus,NULL,Hydrolaetare,2024-01-31 16:46:01.310562+00
f204e19e-e5f4-4af2-af93-c56e3a5ec1f4,Hypsiboas lanciformis,amphibians,Hypsiboas lanciformis,NULL,Basin Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
3e074984-abcd-4437-a724-dcf3b01b8df5,Rhinella,amphibians,,,,,,NULL,genus,NULL,Rhinella,2024-01-24 17:18:54.447684+00
68aea93b-e23c-48cc-868a-200b5d7e5d4d,Leptodactylus,amphibians,,,,,,NULL,genus,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
cf8a7ebd-b425-46fc-92a0-7787087047f5,Dendropsophus parviceps,amphibians,Dendropsophus parviceps,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
b3eba3b4-b5b7-4dc1-84cf-d82ebee04d63,Ctenophryne,amphibians,,,,,,NULL,genus,NULL,Ctenophryne,2024-01-24 17:18:54.447684+00
8b58e8a2-fde8-4cb7-980e-a96dc43ff308,Dendropsophus acreanus,amphibians,Dendropsophus acreanus,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
8a3ea739-c5e5-4371-a1d5-bd18eabfb837,Anomaloglossus stepheni,amphibians,Anomaloglossus stepheni,NULL,NULL,NULL,,NULL,species,NULL,Anomaloglossus,2024-01-24 17:18:54.447684+00
6bc8f10d-40b1-438d-b703-222e96f9ed1c,Leptodactylus fuscus,amphibians,Leptodactylus fuscus,NULL,NULL,NULL,,NULL,species,NULL,Leptodactylus,2024-01-24 17:18:54.447684+00
56714aae-eda4-4365-b94e-a19e010cd8b9,Boana cinerascens,amphibians,Boana cinerascens,NULL,NULL,NULL,,NULL,species,NULL,Boana,2024-01-24 17:18:54.447684+00
f7dcb093-b3bb-4166-a916-86c9ec8bb90f,Callimedusa,amphibians,,NULL,,NULL,,,genus,NULL,Callimedusa,2024-01-31 16:46:01.310562+00
e4ecd8e5-53cd-4dd4-a380-36df42074da4,Physalaemus,amphibians,,,,,,NULL,genus,NULL,Physalaemus,2024-01-24 17:18:54.447684+00
50b24d70-9aaa-4463-bbab-ab59a55d87a9,Lithobates palmipes,amphibians,Lithobates palmipes,NULL,Amazon River Frog,NULL,,,species,NULL,Lithobates,2024-01-31 16:46:01.310562+00
c868b17c-5970-4c28-90b5-8bb866e481d3,Lithobates,amphibians,,,,,,NULL,genus,NULL,Lithobates,2024-01-24 17:18:54.447684+00
1ff7f678-9ffa-4864-9f8d-1ce53c23b648,Pristimantis zimmermanae,amphibians,Pristimantis zimmermanae,NULL,NULL,NULL,,NULL,species,NULL,Pristimantis,2024-01-24 17:18:54.447684+00
b0b870f9-6c6f-4927-aff4-7ba2485e291c,Physalaemus ephippifer,amphibians,Physalaemus ephippifer,NULL,NULL,NULL,,NULL,species,NULL,Physalaemus,2024-01-24 17:18:54.447684+00
2be39948-5711-4452-bca5-7288d4668480,Hypsiboas cinerascens,amphibians,Hypsiboas cinerascens,NULL,Demerara Falls Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
e2e8ae88-3a22-4e02-9156-eb6dc0283a5c,Anomaloglossus,amphibians,,,,,,NULL,genus,NULL,Anomaloglossus,2024-01-24 17:18:54.447684+00
288f3ccb-28a1-4f70-a4bf-8e68724e3bea,Hypsiboas boans,amphibians,Hypsiboas boans,NULL,Zebra Frog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
34da3362-675b-47f3-aa56-6023e516dc2e,Dendropsophus nanus,amphibians,Dendropsophus nanus,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
a012575d-f4b9-4153-afc8-785651b1ed9b,Trachycephalus typhonius,amphibians,Trachycephalus typhonius,NULL,NULL,NULL,,NULL,species,NULL,Trachycephalus,2024-01-24 17:18:54.447684+00
63da9ad9-68b6-4d8c-aa04-af5655d00c7a,Scinax nebulosus,amphibians,Scinax nebulosus,NULL,NULL,NULL,,NULL,species,NULL,Scinax,2024-01-24 17:18:54.447684+00
42a3ae5b-e80c-47e6-8dce-fb8e00b6015f,Trachycephalus coriaceus,amphibians,Trachycephalus coriaceus,NULL,NULL,NULL,,NULL,species,NULL,Trachycephalus,2024-01-24 17:18:54.447684+00
2282fce1-9944-4899-8514-c3e959a440c8,Hypsiboas wavrini,amphibians,Hypsiboas wavrini,NULL,Upper Orinoco Treefrog,NULL,,,species,NULL,Hypsiboas,2024-01-31 16:46:01.310562+00
b5ae350a-63dc-430a-bcc4-7fff52d52ad0,Dendropsophus marmoratus,amphibians,Dendropsophus marmoratus,NULL,NULL,NULL,,NULL,species,NULL,Dendropsophus,2024-01-24 17:18:54.447684+00
fd7784f8-c987-43dd-8692-e1e8f833014e,Elachistocleis,amphibians,,,,,,NULL,genus,NULL,Elachistocleis,2024-01-24 17:18:54.447684+00
82cd05d5-02b7-495c-84d2-4d7dbb468c3c,Pseudis,amphibians,,,,,,NULL,genus,NULL,Pseudis,2024-01-24 17:18:54.447684+00
1873ec29-9807-4486-9272-85414ca57f21,Scinax x,amphibians,Scinax x,NULL,NULL,NULL,,NULL,species,NULL,Scinax,2024-01-24 17:18:54.447684+00
